Data_e_ora,Capitale,Moneta,Prezzo_di_acquisto,Exchange_acq,Prezzo_di_vendita,Exchange_ven,Commissioni_acquisto,Commissioni_vendita,Guadagno_netto
2025-02-03 13:09:00.134460, 100, LTC, 97.867, Bitfinex, 97.9, Binance, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:09:06.189631, 100, SOL, 198.22, Bitfinex, 198.45, Binance, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:09:06.557707, 100, BTC, 95135.0, Bitfinex, 95229.04, Binance, 0.2%, 0.1%, -0.20 USDT
2025-02-03 13:09:06.907238, 100, PEPE, 9.71e-06, Binance, 9.71e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:09:07.252272, 100, DOGE, 0.25701, KuCoin, 0.25706, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:09:07.629756, 100, XRP, 2.3987, Bitfinex, 2.4004, Binance, 0.2%, 0.1%, -0.23 USDT
2025-02-03 13:09:08.013107, 100, ADA, 0.7169, KuCoin, 0.71765, Bitfinex, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:09:08.355136, 100, LTC, 97.867, Bitfinex, 97.96, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:09:13.704704, 100, SOL, 198.22, Bitfinex, 198.395, KuCoin, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:09:14.045544, 100, BTC, 95136.0, Bitfinex, 95224.0, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:09:14.413644, 100, PEPE, 9.71e-06, KuCoin, 9.72e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:09:14.763707, 100, DOGE, 0.25712, KuCoin, 0.25716, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:09:15.101766, 100, XRP, 2.3987, Bitfinex, 2.39987, KuCoin, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:09:15.437027, 100, ADA, 0.7157, Binance, 0.71765, Bitfinex, 0.1%, 0.1%, 0.07 USDT
2025-02-03 13:09:45.789514, 100, LTC, 97.87, Bitfinex, 97.92, Binance, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:09:51.150775, 100, SOL, 198.321, KuCoin, 198.37, Bitfinex, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:09:51.505531, 100, BTC, 95168.0, Bitfinex, 95304.99, Binance, 0.2%, 0.1%, -0.16 USDT
2025-02-03 13:09:51.880664, 100, PEPE, 9.72e-06, KuCoin, 9.73e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:09:52.310120, 100, DOGE, 0.25698, Binance, 0.25709, KuCoin, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:09:52.655188, 100, XRP, 2.4001, Binance, 2.4047, Bitfinex, 0.1%, 0.1%, -0.01 USDT
2025-02-03 13:09:52.991906, 100, ADA, 0.7162, Bitfinex, 0.7173, KuCoin, 0.2%, 0.1%, -0.15 USDT
2025-02-03 13:09:53.338789, 100, LTC, 97.87, Bitfinex, 97.955, KuCoin, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:09:58.706556, 100, SOL, 198.134, KuCoin, 198.37, Bitfinex, 0.1%, 0.1%, -0.08 USDT
2025-02-03 13:09:59.072366, 100, BTC, 95168.0, Bitfinex, 95255.32, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:09:59.430837, 100, PEPE, 9.72e-06, Binance, 9.72e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:09:59.785883, 100, DOGE, 0.25657, Binance, 0.25665, KuCoin, 0.1%, 0.1%, -0.17 USDT
2025-02-03 13:10:00.178429, 100, XRP, 2.4002, Binance, 2.4047, Bitfinex, 0.1%, 0.1%, -0.01 USDT
2025-02-03 13:10:00.532427, 100, ADA, 0.7162, Bitfinex, 0.7169, KuCoin, 0.2%, 0.1%, -0.20 USDT
2025-02-03 13:10:00.873707, 100, LTC, 97.87, Bitfinex, 97.955, KuCoin, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:10:06.226647, 100, SOL, 197.899, KuCoin, 198.15, Bitfinex, 0.1%, 0.1%, -0.07 USDT
2025-02-03 13:10:06.583523, 100, BTC, 95191.0, Bitfinex, 95222.12, Binance, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:10:06.960498, 100, PEPE, 9.71e-06, Binance, 9.71e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:10:07.318676, 100, DOGE, 0.2565, KuCoin, 0.25658, Binance, 0.1%, 0.1%, -0.17 USDT
2025-02-03 13:10:07.679708, 100, XRP, 2.39946, KuCoin, 2.4047, Bitfinex, 0.1%, 0.1%, 0.02 USDT
2025-02-03 13:10:38.051508, 100, ADA, 0.7171, Binance, 0.7173, Bitfinex, 0.1%, 0.1%, -0.17 USDT
2025-02-03 13:10:38.395539, 100, LTC, 97.87, Binance, 97.889, KuCoin, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:10:43.768405, 100, SOL, 197.94, Binance, 198.37, Bitfinex, 0.1%, 0.1%, 0.02 USDT
2025-02-03 13:11:14.133386, 100, BTC, 95229.0, Bitfinex, 95280.36, Binance, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:11:14.505407, 100, PEPE, 9.68e-06, Binance, 9.68e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:11:14.851410, 100, DOGE, 0.25541, KuCoin, 0.2555, Binance, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:11:15.244617, 100, XRP, 2.3938, Binance, 2.3984, Bitfinex, 0.1%, 0.1%, -0.01 USDT
2025-02-03 13:11:15.608044, 100, ADA, 0.7141, Binance, 0.7173, Bitfinex, 0.1%, 0.1%, 0.25 USDT
2025-02-03 13:11:49.092375, 100, SOL, 197.58, Binance, 197.619, KuCoin, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:11:49.437477, 100, BTC, 95182.0, Bitfinex, 95243.55, Binance, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:11:49.771332, 100, PEPE, 9.68e-06, Binance, 9.68e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:11:50.144369, 100, DOGE, 0.25541, KuCoin, 0.25544, Binance, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:11:50.517795, 100, XRP, 2.3926, Binance, 2.3932, Bitfinex, 0.1%, 0.1%, -0.17 USDT
2025-02-03 13:11:51.009164, 100, ADA, 0.7136, KuCoin, 0.7155, Bitfinex, 0.1%, 0.1%, 0.07 USDT
2025-02-03 13:12:22.075893, 100, LTC, 97.368, KuCoin, 97.717, Bitfinex, 0.1%, 0.1%, 0.16 USDT
2025-02-03 13:12:57.454498, 100, SOL, 197.414, KuCoin, 197.55, Bitfinex, 0.1%, 0.1%, -0.13 USDT
2025-02-03 13:12:57.806641, 100, BTC, 95115.2, KuCoin, 95130.02, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:12:58.156816, 100, PEPE, 9.66e-06, KuCoin, 9.67e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:12:58.503250, 100, DOGE, 0.25509, Binance, 0.25516, KuCoin, 0.1%, 0.1%, -0.17 USDT
2025-02-03 13:12:58.894471, 100, XRP, 2.3902, Binance, 2.3921, Bitfinex, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:12:59.232596, 100, ADA, 0.7128, Binance, 0.7155, Bitfinex, 0.1%, 0.1%, 0.18 USDT
2025-02-03 13:13:29.647654, 100, LTC, 97.4, Bitfinex, 97.558, KuCoin, 0.2%, 0.1%, -0.14 USDT
2025-02-03 13:13:35.710305, 100, SOL, 197.55, Bitfinex, 197.65, Binance, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:13:36.117344, 100, BTC, 95147.0, Bitfinex, 95223.93, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:13:36.486508, 100, PEPE, 9.67e-06, Binance, 9.68e-06, KuCoin, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:13:36.827178, 100, DOGE, 0.25544, KuCoin, 0.25549, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:13:37.168089, 100, XRP, 2.3873, Bitfinex, 2.39706, KuCoin, 0.2%, 0.1%, 0.11 USDT
2025-02-03 13:14:07.539026, 100, ADA, 0.7129, KuCoin, 0.7155, Bitfinex, 0.1%, 0.1%, 0.16 USDT
2025-02-03 13:14:37.884620, 100, LTC, 97.4, Bitfinex, 97.65, Binance, 0.2%, 0.1%, -0.04 USDT
2025-02-03 13:14:43.245841, 100, SOL, 197.63, Bitfinex, 197.7, Binance, 0.2%, 0.1%, -0.26 USDT
2025-02-03 13:14:43.597442, 100, BTC, 95188.0, Bitfinex, 95310.54, Binance, 0.2%, 0.1%, -0.17 USDT
2025-02-03 13:14:43.936682, 100, PEPE, 9.69e-06, KuCoin, 9.71e-06, Binance, 0.1%, 0.1%, 0.01 USDT
2025-02-03 13:15:14.313644, 100, DOGE, 0.255, Binance, 0.25534, KuCoin, 0.1%, 0.1%, -0.07 USDT
2025-02-03 13:15:14.719957, 100, XRP, 2.39191, KuCoin, 2.3975, Bitfinex, 0.1%, 0.1%, 0.03 USDT
2025-02-03 13:15:45.123580, 100, ADA, 0.7134, Bitfinex, 0.7138, Binance, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:15:45.489940, 100, LTC, 97.519, Bitfinex, 97.71, Binance, 0.2%, 0.1%, -0.10 USDT
2025-02-03 13:15:50.842614, 100, SOL, 197.78, Bitfinex, 197.93, KuCoin, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:15:51.189498, 100, BTC, 95229.0, Bitfinex, 95315.18, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:15:51.589212, 100, PEPE, 9.7e-06, Binance, 9.7e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:15:51.926081, 100, DOGE, 0.25604, KuCoin, 0.25613, Binance, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:15:52.291069, 100, XRP, 2.3943, Bitfinex, 2.40209, KuCoin, 0.2%, 0.1%, 0.02 USDT
2025-02-03 13:16:22.654119, 100, ADA, 0.7134, Bitfinex, 0.718, Binance, 0.2%, 0.1%, 0.34 USDT
2025-02-03 13:16:53.007483, 100, LTC, 97.843, Bitfinex, 98.05, Binance, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:16:58.361413, 100, SOL, 198.49, Bitfinex, 198.9, Binance, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:16:58.707409, 100, BTC, 95307.0, Bitfinex, 95433.99, Binance, 0.2%, 0.1%, -0.17 USDT
2025-02-03 13:16:59.071708, 100, PEPE, 9.74e-06, Binance, 9.74e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:16:59.432706, 100, DOGE, 0.25716, Binance, 0.25717, KuCoin, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:16:59.776073, 100, XRP, 2.4114, Bitfinex, 2.41472, KuCoin, 0.2%, 0.1%, -0.16 USDT
2025-02-03 13:17:00.108608, 100, ADA, 0.7134, Bitfinex, 0.7193, Binance, 0.2%, 0.1%, 0.52 USDT
2025-02-03 13:17:30.485211, 100, LTC, 97.843, Bitfinex, 98.01, Binance, 0.2%, 0.1%, -0.13 USDT
2025-02-03 13:17:35.853779, 100, SOL, 198.48, Bitfinex, 198.585, KuCoin, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:17:36.218534, 100, BTC, 95320.0, Bitfinex, 95377.9, KuCoin, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:17:36.572173, 100, PEPE, 9.73e-06, Binance, 9.73e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:17:36.973359, 100, DOGE, 0.25672, Binance, 0.25676, KuCoin, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:17:37.359590, 100, XRP, 2.40556, KuCoin, 2.4091, Bitfinex, 0.1%, 0.1%, -0.05 USDT
2025-02-03 13:17:37.689780, 100, ADA, 0.7172, Binance, 0.71859, Bitfinex, 0.1%, 0.1%, -0.01 USDT
2025-02-03 13:17:38.039298, 100, LTC, 97.843, Bitfinex, 97.963, KuCoin, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:17:43.459851, 100, SOL, 198.453, KuCoin, 198.48, Binance, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:17:43.850616, 100, BTC, 95320.0, Bitfinex, 95379.63, Binance, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:17:44.208305, 100, PEPE, 9.73e-06, Binance, 9.73e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:17:44.621255, 100, DOGE, 0.25691, Binance, 0.25697, KuCoin, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:17:45.018004, 100, XRP, 2.40722, KuCoin, 2.4091, Bitfinex, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:17:45.389959, 100, ADA, 0.7178, KuCoin, 0.71859, Bitfinex, 0.1%, 0.1%, -0.09 USDT
2025-02-03 13:17:45.779674, 100, LTC, 97.843, Bitfinex, 97.96, Binance, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:17:51.134952, 100, SOL, 198.232, KuCoin, 198.4, Bitfinex, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:17:51.479595, 100, BTC, 95320.0, Bitfinex, 95353.99, Binance, 0.2%, 0.1%, -0.26 USDT
2025-02-03 13:17:51.836769, 100, PEPE, 9.71e-06, Binance, 9.72e-06, KuCoin, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:17:52.170999, 100, DOGE, 0.25666, KuCoin, 0.25682, Binance, 0.1%, 0.1%, -0.14 USDT
2025-02-03 13:17:52.509518, 100, XRP, 2.4047, Bitfinex, 2.40913, KuCoin, 0.2%, 0.1%, -0.12 USDT
2025-02-03 13:17:52.859203, 100, ADA, 0.7173, KuCoin, 0.71859, Bitfinex, 0.1%, 0.1%, -0.02 USDT
2025-02-03 13:17:53.246255, 100, LTC, 97.843, Bitfinex, 97.99, Binance, 0.2%, 0.1%, -0.15 USDT
2025-02-03 13:17:58.579431, 100, SOL, 198.4, Bitfinex, 198.482, KuCoin, 0.2%, 0.1%, -0.26 USDT
2025-02-03 13:17:58.925672, 100, BTC, 95320.0, Bitfinex, 95397.88, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:17:59.272806, 100, PEPE, 9.72e-06, Binance, 9.72e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:17:59.626338, 100, DOGE, 0.25689, KuCoin, 0.25723, Binance, 0.1%, 0.1%, -0.07 USDT
2025-02-03 13:18:00.004440, 100, XRP, 2.4047, Bitfinex, 2.4143, Binance, 0.2%, 0.1%, 0.10 USDT
2025-02-03 13:18:30.349090, 100, ADA, 0.71781, Bitfinex, 0.7196, KuCoin, 0.2%, 0.1%, -0.05 USDT
2025-02-03 13:18:30.804731, 100, LTC, 98.093, Bitfinex, 98.193, KuCoin, 0.2%, 0.1%, -0.20 USDT
2025-02-03 13:18:36.178803, 100, SOL, 198.6, Binance, 198.695, KuCoin, 0.1%, 0.1%, -0.15 USDT
2025-02-03 13:18:36.518432, 100, BTC, 95400.0, Bitfinex, 95449.16, Binance, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:18:36.892428, 100, PEPE, 9.73e-06, Binance, 9.74e-06, KuCoin, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:18:37.246977, 100, DOGE, 0.25729, KuCoin, 0.2573, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:18:37.602222, 100, XRP, 2.41172, KuCoin, 2.4137, Bitfinex, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:18:37.952139, 100, ADA, 0.71781, Bitfinex, 0.7197, Binance, 0.2%, 0.1%, -0.04 USDT
2025-02-03 13:18:38.295988, 100, LTC, 98.093, Bitfinex, 98.21, Binance, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:18:43.635176, 100, SOL, 198.64, Bitfinex, 199.148, KuCoin, 0.2%, 0.1%, -0.04 USDT
2025-02-03 13:18:43.976256, 100, BTC, 95400.0, Bitfinex, 95476.2, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:18:44.371920, 100, PEPE, 9.75e-06, Binance, 9.75e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:18:44.729581, 100, DOGE, 0.25749, Binance, 0.25755, KuCoin, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:18:45.115827, 100, XRP, 2.412, Binance, 2.4137, Bitfinex, 0.1%, 0.1%, -0.13 USDT
2025-02-03 13:18:45.474585, 100, ADA, 0.71963, Bitfinex, 0.7202, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:18:45.804406, 100, LTC, 98.093, Bitfinex, 98.21, KuCoin, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:18:51.211763, 100, SOL, 198.991, KuCoin, 199.04, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:18:51.551977, 100, BTC, 95400.0, Bitfinex, 95465.65, Binance, 0.2%, 0.1%, -0.23 USDT
2025-02-03 13:18:51.915665, 100, PEPE, 9.75e-06, KuCoin, 9.76e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:18:52.312296, 100, DOGE, 0.25746, KuCoin, 0.25767, Binance, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:18:52.669245, 100, XRP, 2.41116, KuCoin, 2.4128, Binance, 0.1%, 0.1%, -0.13 USDT
2025-02-03 13:18:53.013790, 100, ADA, 0.71963, Bitfinex, 0.7226, Binance, 0.2%, 0.1%, 0.11 USDT
2025-02-03 13:19:23.371664, 100, LTC, 98.27, Bitfinex, 98.43, Binance, 0.2%, 0.1%, -0.14 USDT
2025-02-03 13:19:28.743823, 100, SOL, 199.32, Bitfinex, 199.45, Binance, 0.2%, 0.1%, -0.23 USDT
2025-02-03 13:19:29.121991, 100, BTC, 95449.0, Bitfinex, 95512.51, Binance, 0.2%, 0.1%, -0.23 USDT
2025-02-03 13:19:29.520016, 100, PEPE, 9.77e-06, Binance, 9.77e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:19:29.856843, 100, DOGE, 0.25803, Binance, 0.25814, KuCoin, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:19:30.203789, 100, XRP, 2.4155, Bitfinex, 2.4205, KuCoin, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:19:30.567028, 100, ADA, 0.72412, Bitfinex, 0.7251, Binance, 0.2%, 0.1%, -0.16 USDT
2025-02-03 13:19:30.933410, 100, LTC, 98.27, Bitfinex, 98.48, Binance, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:19:36.265528, 100, SOL, 199.244, KuCoin, 199.32, Bitfinex, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:19:36.602609, 100, BTC, 95449.0, Bitfinex, 95517.57, Binance, 0.2%, 0.1%, -0.23 USDT
2025-02-03 13:19:36.949244, 100, PEPE, 9.76e-06, Binance, 9.77e-06, KuCoin, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:19:37.322869, 100, DOGE, 0.2579, Binance, 0.25793, KuCoin, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:19:37.701853, 100, XRP, 2.4155, Bitfinex, 2.42051, KuCoin, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:19:38.064467, 100, ADA, 0.7236, Binance, 0.72412, Bitfinex, 0.1%, 0.1%, -0.13 USDT
2025-02-03 13:19:38.643343, 100, LTC, 98.27, Bitfinex, 98.441, KuCoin, 0.2%, 0.1%, -0.13 USDT
2025-02-03 13:19:44.001271, 100, SOL, 198.871, KuCoin, 199.2, Bitfinex, 0.1%, 0.1%, -0.03 USDT
2025-02-03 13:19:44.360576, 100, BTC, 95441.0, Bitfinex, 95517.57, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:19:44.748169, 100, PEPE, 9.77e-06, KuCoin, 9.78e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:19:45.103159, 100, DOGE, 0.25766, KuCoin, 0.25791, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:19:45.454453, 100, XRP, 2.4186, Bitfinex, 2.4217, Binance, 0.2%, 0.1%, -0.17 USDT
2025-02-03 13:19:45.829420, 100, ADA, 0.723, KuCoin, 0.72561, Bitfinex, 0.1%, 0.1%, 0.16 USDT
2025-02-03 13:20:16.192657, 100, LTC, 98.27, Bitfinex, 98.54, Binance, 0.2%, 0.1%, -0.03 USDT
2025-02-03 13:20:22.232352, 100, SOL, 199.21, Bitfinex, 199.26, Binance, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:20:22.602387, 100, BTC, 95514.0, Bitfinex, 95572.41, Binance, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:20:22.949948, 100, PEPE, 9.79e-06, Binance, 9.79e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:20:23.318073, 100, DOGE, 0.25832, KuCoin, 0.25834, Binance, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:20:23.663317, 100, XRP, 2.4214, Bitfinex, 2.4242, Binance, 0.2%, 0.1%, -0.18 USDT
2025-02-03 13:20:23.996386, 100, ADA, 0.72324, Bitfinex, 0.7249, Binance, 0.2%, 0.1%, -0.07 USDT
2025-02-03 13:20:24.335375, 100, LTC, 98.27, Bitfinex, 98.58, Binance, 0.2%, 0.1%, 0.01 USDT
2025-02-03 13:20:59.689546, 100, SOL, 199.07, Bitfinex, 199.152, KuCoin, 0.2%, 0.1%, -0.26 USDT
2025-02-03 13:21:00.038530, 100, BTC, 95483.0, Bitfinex, 95564.34, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:21:00.399138, 100, PEPE, 9.79e-06, Binance, 9.79e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:21:00.772731, 100, DOGE, 0.25832, Binance, 0.25835, KuCoin, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:21:01.137715, 100, XRP, 2.426, Bitfinex, 2.4292, Binance, 0.2%, 0.1%, -0.17 USDT
2025-02-03 13:21:01.477835, 100, ADA, 0.7248, KuCoin, 0.7254, Binance, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:21:01.874516, 100, LTC, 98.614, Bitfinex, 98.81, Binance, 0.2%, 0.1%, -0.10 USDT
2025-02-03 13:21:07.325780, 100, SOL, 199.07, Bitfinex, 199.48, Binance, 0.2%, 0.1%, -0.09 USDT
2025-02-03 13:21:07.730471, 100, BTC, 95483.0, Bitfinex, 95617.64, Binance, 0.2%, 0.1%, -0.16 USDT
2025-02-03 13:21:08.087871, 100, PEPE, 9.82e-06, Binance, 9.82e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:21:08.426955, 100, DOGE, 0.25896, KuCoin, 0.2591, Binance, 0.1%, 0.1%, -0.15 USDT
2025-02-03 13:21:08.784598, 100, XRP, 2.426, Bitfinex, 2.4356, Binance, 0.2%, 0.1%, 0.09 USDT
2025-02-03 13:21:39.151792, 100, ADA, 0.7249, KuCoin, 0.72558, Bitfinex, 0.1%, 0.1%, -0.11 USDT
2025-02-03 13:21:39.522153, 100, LTC, 98.57, Binance, 98.639, Bitfinex, 0.1%, 0.1%, -0.13 USDT
2025-02-03 13:21:44.880708, 100, SOL, 198.717, KuCoin, 198.95, Bitfinex, 0.1%, 0.1%, -0.08 USDT
2025-02-03 13:21:45.253332, 100, BTC, 95464.0, Bitfinex, 95489.63, Binance, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:21:45.609131, 100, PEPE, 9.79e-06, Binance, 9.79e-06, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:21:46.613805, 100, DOGE, 0.25791, KuCoin, 0.25797, Binance, 0.1%, 0.1%, -0.18 USDT
2025-02-03 13:21:46.966548, 100, XRP, 2.4335, Bitfinex, 2.4342, Binance, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:21:47.299668, 100, ADA, 0.7255, Binance, 0.7258, KuCoin, 0.1%, 0.1%, -0.16 USDT
2025-02-03 13:21:47.659237, 100, LTC, 98.52, Binance, 98.639, Bitfinex, 0.1%, 0.1%, -0.08 USDT
2025-02-03 13:21:53.035724, 100, SOL, 198.393, KuCoin, 198.95, Bitfinex, 0.1%, 0.1%, 0.08 USDT
2025-02-03 13:22:23.442884, 100, BTC, 95419.0, Bitfinex, 95500.02, Binance, 0.2%, 0.1%, -0.22 USDT
2025-02-03 13:22:23.820858, 100, PEPE, 9.77e-06, KuCoin, 9.78e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:22:24.198359, 100, DOGE, 0.25725, KuCoin, 0.25757, Binance, 0.1%, 0.1%, -0.08 USDT
2025-02-03 13:22:24.554966, 100, XRP, 2.4282, Bitfinex, 2.42881, KuCoin, 0.2%, 0.1%, -0.27 USDT
2025-02-03 13:22:24.923762, 100, ADA, 0.7236, KuCoin, 0.72558, Bitfinex, 0.1%, 0.1%, 0.07 USDT
2025-02-03 13:22:55.314892, 100, LTC, 98.489, Bitfinex, 98.541, KuCoin, 0.2%, 0.1%, -0.25 USDT
2025-02-03 13:23:00.698628, 100, SOL, 198.55, Binance, 198.72, Bitfinex, 0.1%, 0.1%, -0.11 USDT
2025-02-03 13:23:01.061021, 100, BTC, 95508.0, Bitfinex, 95545.46, Binance, 0.2%, 0.1%, -0.26 USDT
2025-02-03 13:23:01.425000, 100, PEPE, 9.76e-06, KuCoin, 9.77e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:23:01.767381, 100, DOGE, 0.25742, Binance, 0.25744, KuCoin, 0.1%, 0.1%, -0.19 USDT
2025-02-03 13:23:02.149434, 100, XRP, 2.4235, Binance, 2.429, Bitfinex, 0.1%, 0.1%, 0.03 USDT
2025-02-03 13:23:33.244106, 100, ADA, 0.7202, Binance, 0.72375, Bitfinex, 0.1%, 0.1%, 0.29 USDT
2025-02-03 13:24:03.652334, 100, LTC, 98.02, KuCoin, 98.096, Bitfinex, 0.1%, 0.1%, -0.12 USDT
2025-02-03 13:24:08.997517, 100, SOL, 198.3, Bitfinex, 198.48, Binance, 0.2%, 0.1%, -0.21 USDT
2025-02-03 13:24:09.387531, 100, BTC, 95331.0, Bitfinex, 95482.43, Binance, 0.2%, 0.1%, -0.14 USDT
2025-02-03 13:24:09.735337, 100, PEPE, 9.73e-06, KuCoin, 9.74e-06, Binance, 0.1%, 0.1%, -0.10 USDT
2025-02-03 13:24:10.259927, 100, DOGE, 0.25673, Binance, 0.25673, Binance, 0.1%, 0.1%, -0.20 USDT
2025-02-03 13:24:10.627163, 100, XRP, 2.4131, Bitfinex, 2.4205, Binance, 0.2%, 0.1%, 0.01 USDT
2025-02-03 13:24:40.986108, 100, ADA, 0.7202, KuCoin, 0.72375, Bitfinex, 0.1%, 0.1%, 0.29 USDT
2025-02-03 13:25:11.419755, 100, LTC, 97.842, KuCoin, 98.173, Bitfinex, 0.1%, 0.1%, 0.14 USDT
2025-02-03 13:25:46.778656, 100, SOL, 198.284, KuCoin, 198.4, Binance, 0.1%, 0.1%, -0.14 USDT
2025-02-03 13:25:47.148919, 100, BTC, 95397.0, Bitfinex, 95455.51, Binance, 0.2%, 0.1%, -0.24 USDT
2025-02-03 13:25:47.543290, 100, PEPE, 9.72e-06, KuCoin, 9.73e-06, Binance, 0.1%, 0.1%, -0.10 USDT
